bifurcation_parameter	HH	HL	LH	LL	
0.1683	1000	0	0.115	0.885	0	
0.1684	1000	0	0.11	0.89	0	
0.1685	1000	0	0.123	0.877	0	
0.1686	1000	0	0.128	0.872	0	
0.1687	1000	0	0.101	0.899	0	
0.1688	1000	0	0.122	0.878	0	
0.1689	1000	0	0.113	0.887	0	
0.169	1000	0	0.124	0.876	0	
0.1691	1000	0	0.116	0.884	0	
0.1692	1000	0	0.121	0.879	0	
0.1693	1000	0	0.126	0.874	0	
0.1694	1000	0	0.118	0.882	0	
0.1695	1000	0	0.136	0.864	0	
0.1696	1000	0	0.106	0.894	0	
0.1697	1000	0	0.129	0.871	0	
0.1698	1000	0	0.107	0.893	0	
0.1699	1000	0	0.131	0.869	0	
0.17	1000	0	0.108	0.892	0	
0.1701	1000	0	0.113	0.887	0	
0.1702	1000	0	0.14	0.86	0	
0.1703	1000	0	0.118	0.882	0	
0.1704	1000	0	0.134	0.866	0	
0.1705	1000	0	0.123	0.877	0	
0.1706	1000	0	0.129	0.871	0	
0.1707	1000	0	0.113	0.887	0	
0.1708	1000	0	0.128	0.872	0	
0.1709	1000	0	0.125	0.875	0	
0.171	1000	0	0.106	0.894	0	
0.1711	1000	0	0.116	0.884	0	
0.1712	1000	0	0.095	0.905	0	
0.1713	1000	0	0.121	0.879	0	
0.1714	1000	0	0.11	0.89	0	
0.1715	1000	0	0.121	0.879	0	
0.1716	1000	0	0.115	0.885	0	
0.1717	1000	0	0.127	0.873	0	
0.1718	1000	0	0.107	0.893	0	
0.1719	1000	0	0.133	0.867	0	
0.172	1000	0	0.107	0.893	0	
0.1721	1000	0	0.119	0.881	0	
0.1722	1000	0	0.129	0.871	0	
0.1723	1000	0	0.116	0.884	0	
0.1724	1000	0	0.125	0.875	0	
0.1725	1000	0	0.12	0.88	0	
0.1726	1000	0	0.121	0.879	0	
0.1727	1000	0	0.118	0.882	0	
0.1728	1000	0	0.101	0.899	0	
0.1729	1000	0	0.114	0.886	0	
0.173	1000	0	0.12	0.88	0	
0.1731	1000	0	0.117	0.883	0	
0.1732	1000	0	0.117	0.883	0	
0.1733	1000	0	0.122	0.878	0	
0.1734	1000	0	0.098	0.902	0	
0.1735	1000	0	0.121	0.879	0	
0.1736	1000	0	0.094	0.906	0	
0.1737	1000	0	0.129	0.871	0	
0.1738	1000	0	0.121	0.879	0	
0.1739	1000	0	0.126	0.874	0	
0.174	1000	0	0.118	0.882	0	
0.1741	1000	0	0.124	0.876	0	
0.1742	1000	0	0.125	0.875	0	
0.1743	1000	0	0.116	0.884	0	
0.1744	1000	0	0.139	0.861	0	
0.1745	1000	0	0.118	0.882	0	
0.1746	1000	0	0.101	0.899	0	
0.1747	1000	0	0.112	0.888	0	
0.1748	1000	0	0.137	0.863	0	
0.1749	1000	0	0.111	0.889	0	
0.175	1000	0	0.108	0.892	0	
0.1751	1000	0	0.128	0.872	0	
0.1752	1000	0	0.13	0.87	0	
0.1753	1000	0	0.115	0.885	0	
0.1754	1000	0	0.123	0.877	0	
0.1755	1000	0	0.12	0.88	0	
0.1756	1000	0	0.125	0.875	0	
0.1757	1000	0	0.139	0.861	0	
0.1758	1000	0	0.122	0.878	0	
0.1759	1000	0	0.119	0.881	0	
0.176	1000	0	0.126	0.874	0	
0.1761	1000	0	0.139	0.861	0	
0.1762	1000	0	0.108	0.892	0	
0.1763	1000	0	0.112	0.888	0	
0.1764	1000	0	0.122	0.878	0	
0.1765	1000	0	0.131	0.869	0	
0.1766	1000	0	0.108	0.892	0	
0.1767	1000	0	0.125	0.875	0	
0.1768	1000	0	0.116	0.884	0	
0.1769	1000	0	0.143	0.857	0	
0.177	1000	0	0.12	0.88	0	
0.1771	1000	0	0.103	0.897	0	
0.1772	1000	0	0.113	0.887	0	
0.1773	1000	0	0.12	0.88	0	
0.1774	1000	0	0.128	0.872	0	
0.1775	1000	0	0.137	0.863	0	
0.1776	1000	0	0.115	0.885	0	
0.1777	1000	0	0.119	0.881	0	
0.1778	1000	0	0.122	0.878	0	
0.1779	1000	0	0.123	0.877	0	
0.178	1000	0	0.099	0.901	0	
0.1781	1000	0	0.106	0.894	0	
0.1782	1000	0	0.138	0.862	0	
0.1783	1000	0	0.134	0.866	0	
0.1784	1000	0	0.126	0.874	0	
0.1785	1000	0	0.124	0.876	0	
0.1786	1000	0	0.1	0.9	0	
0.1787	1000	0	0.12	0.88	0	
0.1788	1000	0	0.117	0.883	0	
0.1789	1000	0	0.126	0.874	0	
0.179	1000	0	0.12	0.88	0	
0.1791	1000	0	0.12	0.88	0	
0.1792	1000	0	0.129	0.871	0	
0.1793	1000	0	0.116	0.884	0	
0.1794	1000	0	0.123	0.877	0	
0.1795	1000	0	0.136	0.864	0	
0.1796	1000	0	0.131	0.869	0	
0.1797	1000	0	0.106	0.894	0	
0.1798	1000	0	0.113	0.887	0	
0.1799	1000	0	0.108	0.892	0	
0.18	1000	0	0.121	0.879	0	
0.1801	1000	0	0.108	0.892	0	
0.1802	1000	0	0.115	0.885	0	
0.1803	1000	0	0.128	0.872	0	
0.1804	1000	0	0.11	0.89	0	
0.1805	1000	0	0.129	0.871	0	
0.1806	1000	0	0.129	0.871	0	
0.1807	1000	0	0.124	0.876	0	
0.1808	1000	0	0.119	0.881	0	
0.1809	1000	0	0.109	0.891	0	
0.181	1000	0	0.113	0.887	0	
0.1811	1000	0	0.127	0.873	0	
0.1812	1000	0	0.126	0.874	0	
0.1813	1000	0	0.112	0.888	0	
0.1814	1000	0	0.137	0.863	0	
0.1815	1000	0	0.119	0.881	0	
0.1816	1000	0	0.124	0.876	0	
0.1817	1000	0	0.116	0.884	0	
0.1818	1000	0	0.117	0.883	0	
0.1819	1000	0	0.116	0.884	0	
0.182	1000	0	0.117	0.883	0	
0.1821	1000	0	0.106	0.894	0	
0.1822	1000	0	0.118	0.882	0	
0.1823	1000	0	0.128	0.872	0	
0.1824	1000	0	0.122	0.878	0	
0.1825	1000	0	0.1	0.9	0	
0.1826	1000	0	0.107	0.893	0	
0.1827	1000	0	0.13	0.87	0	
0.1828	1000	0	0.137	0.863	0	
0.1829	1000	0	0.108	0.892	0	
0.183	1000	0	0.142	0.858	0	
0.1831	1000	0	0.116	0.884	0	
0.1832	1000	0	0.128	0.872	0	
0.1833	1000	0	0.11	0.89	0	
0.1834	1000	0	0.104	0.896	0	
0.1835	1000	0	0.123	0.877	0	
0.1836	1000	0	0.14	0.86	0	
0.1837	1000	0	0.114	0.886	0	
0.1838	1000	0	0.123	0.877	0	
0.1839	1000	0	0.116	0.884	0	
0.184	1000	0	0.116	0.884	0	
0.1841	1000	0	0.114	0.886	0	
0.1842	1000	0	0.122	0.878	0	
0.1843	1000	0	0.112	0.888	0	
0.1844	1000	0	0.115	0.885	0	
0.1845	1000	0	0.149	0.851	0	
0.1846	1000	0	0.101	0.899	0	
0.1847	1000	0	0.117	0.883	0	
0.1848	1000	0	0.125	0.875	0	
0.1849	1000	0	0.125	0.875	0	
0.185	1000	0	0.12	0.88	0	
0.1851	1000	0	0.126	0.874	0	
0.1852	1000	0	0.107	0.893	0	
0.1853	1000	0	0.123	0.877	0	
0.1854	1000	0	0.11	0.89	0	
0.1855	1000	0	0.112	0.888	0	
0.1856	1000	0	0.151	0.849	0	
0.1857	1000	0	0.122	0.878	0	
0.1858	1000	0	0.117	0.883	0	
0.1859	1000	0	0.116	0.884	0	
0.186	1000	0	0.128	0.872	0	
0.1861	1000	0	0.134	0.866	0	
0.1862	1000	0	0.12	0.88	0	
0.1863	1000	0	0.128	0.872	0	
0.1864	1000	0	0.113	0.887	0	
0.1865	1000	0	0.122	0.878	0	
0.1866	1000	0	0.112	0.888	0	
0.1867	1000	0	0.132	0.868	0	
0.1868	1000	0	0.134	0.866	0	
0.1869	1000	0	0.116	0.884	0	
0.187	1000	0	0.128	0.872	0	
0.1871	1000	0	0.121	0.879	0	
0.1872	1000	0	0.109	0.891	0	
0.1873	1000	0	0.132	0.868	0	
0.1874	1000	0	0.122	0.878	0	
0.1875	1000	0	0.136	0.864	0	
0.1876	1000	0	0.126	0.874	0	
0.1877	1000	0	0.151	0.849	0	
0.1878	1000	0	0.107	0.893	0	
0.1879	1000	0	0.136	0.864	0	
0.188	1000	0	0.124	0.876	0	
0.1881	1000	0	0.117	0.883	0	
0.1882	1000	0	0.119	0.881	0	
0.1883	1000	0	0.127	0.873	0	
0.1884	1000	0	0.119	0.881	0	
0.1885	1000	0	0.109	0.891	0	
0.1886	1000	0	0.118	0.882	0	
0.1887	1000	0	0.117	0.883	0	
0.1888	1000	0	0.126	0.874	0	
0.1889	1000	0	0.116	0.884	0	
0.189	1000	0	0.126	0.874	0	
0.1891	1000	0	0.119	0.881	0	
0.1892	1000	0	0.132	0.868	0	
0.1893	1000	0	0.123	0.877	0	
0.1894	1000	0	0.131	0.869	0	
0.1895	1000	0	0.126	0.874	0	
0.1896	1000	0	0.129	0.871	0	
0.1897	1000	0	0.119	0.881	0	
0.1898	1000	0	0.139	0.861	0	
0.1899	1000	0	0.13	0.87	0	
0.19	1000	0	0.145	0.855	0	
0.1901	1000	0	0.132	0.868	0	
0.1902	1000	0	0.115	0.885	0	
0.1903	1000	0	0.129	0.871	0	
0.1904	1000	0	0.121	0.879	0	
0.1905	1000	0	0.13	0.87	0	
0.1906	1000	0	0.126	0.874	0	
0.1907	1000	0	0.131	0.869	0	
0.1908	1000	0	0.106	0.894	0	
0.1909	1000	0	0.12	0.88	0	
0.191	1000	0	0.131	0.869	0	
0.1911	1000	0	0.12	0.88	0	
0.1912	1000	0	0.125	0.875	0	
0.1913	1000	0	0.134	0.866	0	
0.1914	1000	0	0.106	0.894	0	
0.1915	1000	0	0.118	0.882	0	
0.1916	1000	0	0.143	0.857	0	
0.1917	1000	0	0.117	0.883	0	
0.1918	1000	0	0.131	0.869	0	
0.1919	1000	0	0.136	0.864	0	
0.192	1000	0	0.115	0.885	0	
0.1921	1000	0	0.125	0.875	0	
0.1922	1000	0	0.124	0.876	0	
0.1923	1000	0	0.127	0.873	0	
0.1924	1000	0	0.13	0.87	0	
0.1925	1000	0	0.114	0.886	0	
0.1926	1000	0	0.134	0.866	0	
0.1927	1000	0	0.117	0.883	0	
0.1928	1000	0	0.1	0.9	0	
0.1929	1000	0	0.126	0.874	0	
0.193	1000	0	0.127	0.873	0	
0.1931	1000	0	0.134	0.866	0	
0.1932	1000	0	0.125	0.875	0	
0.1933	1000	0	0.125	0.875	0	
0.1934	1000	0	0.128	0.872	0	
0.1935	1000	0	0.134	0.866	0	
0.1936	1000	0	0.129	0.871	0	
0.1937	1000	0	0.124	0.876	0	
0.1938	1000	0	0.121	0.879	0	
0.1939	1000	0	0.128	0.872	0	
0.194	1000	0	0.11	0.89	0	
0.1941	1000	0	0.121	0.879	0	
0.1942	1000	0	0.126	0.874	0	
0.1943	1000	0	0.112	0.888	0	
0.1944	1000	0	0.125	0.875	0	
0.1945	1000	0	0.145	0.855	0	
0.1946	1000	0	0.134	0.866	0	
0.1947	1000	0	0.134	0.866	0	
0.1948	1000	0	0.134	0.866	0	
0.1949	1000	0	0.12	0.88	0	
0.195	1000	0	0.126	0.874	0	
0.1951	1000	0	0.137	0.863	0	
0.1952	1000	0	0.118	0.882	0	
0.1953	1000	0	0.127	0.873	0	
0.1954	1000	0	0.139	0.861	0	
0.1955	1000	0	0.133	0.867	0	
0.1956	1000	0	0.128	0.872	0	
0.1957	1000	0	0.123	0.877	0	
0.1958	1000	0	0.133	0.867	0	
0.1959	1000	0	0.125	0.875	0	
0.196	1000	0	0.126	0.874	0	
0.1961	1000	0	0.12	0.88	0	
0.1962	1000	0	0.132	0.868	0	
0.1963	1000	0	0.132	0.868	0	
0.1964	1000	0	0.136	0.864	0	
0.1965	1000	0	0.128	0.872	0	
0.1966	1000	0	0.116	0.884	0	
0.1967	1000	0	0.121	0.879	0	
0.1968	1000	0	0.119	0.881	0	
0.1969	1000	0	0.127	0.873	0	
0.197	1000	0	0.15	0.85	0	
0.1971	1000	0	0.123	0.877	0	
0.1972	1000	0	0.127	0.873	0	
0.1973	1000	0	0.124	0.876	0	
0.1974	1000	0	0.123	0.877	0	
0.1975	1000	0	0.125	0.875	0	
0.1976	1000	0	0.135	0.865	0	
0.1977	1000	0	0.116	0.884	0	
0.1978	1000	0	0.112	0.888	0	
0.1979	1000	0	0.122	0.878	0	
0.198	1000	0	0.109	0.891	0	
0.1981	1000	0	0.125	0.875	0	
0.1982	1000	0	0.109	0.891	0	
0.1983	1000	0	0.134	0.866	0	
0.1984	1000	0	0.126	0.874	0	
0.1985	1000	0	0.142	0.858	0	
0.1986	1000	0	0.136	0.864	0	
0.1987	1000	0	0.131	0.869	0	
0.1988	1000	0	0.131	0.869	0	
0.1989	1000	0	0.112	0.888	0	
0.199	1000	0	0.148	0.852	0	
0.1991	1000	0	0.114	0.886	0	
0.1992	1000	0	0.127	0.873	0	
0.1993	1000	0	0.123	0.877	0	
0.1994	1000	0	0.117	0.883	0	
0.1995	1000	0	0.13	0.87	0	
0.1996	1000	0	0.133	0.867	0	
0.1997	1000	0	0.131	0.869	0	
0.1998	1000	0	0.12	0.88	0	
0.1999	1000	0	0.127	0.873	0	
0.2	1000	0	0.11	0.89	0	
0.2001	1000	0	0.126	0.874	0	
0.2002	1000	0	0.13	0.87	0	
0.2003	1000	0	0.131	0.869	0	
0.2004	1000	0	0.135	0.865	0	
0.2005	1000	0	0.141	0.859	0	
0.2006	1000	0	0.121	0.879	0	
0.2007	1000	0	0.123	0.877	0	
0.2008	1000	0	0.11	0.89	0	
0.2009	1000	0	0.135	0.865	0	
0.201	1000	0	0.113	0.887	0	
0.2011	1000	0	0.129	0.871	0	
0.2012	1000	0	0.13	0.87	0	
0.2013	1000	0	0.123	0.877	0	
0.2014	1000	0	0.132	0.868	0	
0.2015	1000	0	0.131	0.869	0	
0.2016	1000	0	0.153	0.847	0	
0.2017	1000	0	0.15	0.85	0	
0.2018	1000	0	0.13	0.87	0	
0.2019	1000	0	0.126	0.874	0	
0.202	1000	0	0.122	0.878	0	
0.2021	1000	0	0.123	0.877	0	
0.2022	1000	0	0.135	0.865	0	
0.2023	1000	0	0.122	0.878	0	
0.2024	1000	0	0.112	0.888	0	
0.2025	1000	0	0.131	0.869	0	
0.2026	1000	0	0.115	0.885	0	
0.2027	1000	0	0.139	0.861	0	
0.2028	1000	0	0.122	0.878	0	
0.2029	1000	0	0.13	0.87	0	
0.203	1000	0	0.139	0.861	0	
0.2031	1000	0	0.124	0.876	0	
0.2032	1000	0	0.135	0.865	0	
0.2033	1000	0	0.136	0.864	0	
0.2034	1000	0	0.121	0.879	0	
0.2035	1000	0	0.139	0.861	0	
0.2036	1000	0	0.138	0.862	0	
0.2037	1000	0	0.127	0.873	0	
0.2038	1000	0	0.105	0.895	0	
0.2039	1000	0	0.125	0.875	0	
0.204	1000	0	0.13	0.87	0	
0.2041	1000	0	0.135	0.865	0	
0.2042	1000	0	0.125	0.875	0	
0.2043	1000	0	0.113	0.887	0	
0.2044	1000	0	0.124	0.876	0	
0.2045	1000	0	0.126	0.874	0	
0.2046	1000	0	0.142	0.858	0	
0.2047	1000	0	0.138	0.862	0	
0.2048	1000	0	0.117	0.883	0	
0.2049	1000	0	0.13	0.87	0	
0.205	1000	0	0.124	0.876	0	
0.2051	1000	0	0.121	0.879	0	
0.2052	1000	0	0.145	0.855	0	
0.2053	1000	0	0.115	0.885	0	
0.2054	1000	0	0.124	0.876	0	
0.2055	1000	0	0.13	0.87	0	
0.2056	1000	0	0.124	0.876	0	
0.2057	1000	0	0.132	0.868	0	
0.2058	1000	0	0.127	0.873	0	
0.2059	1000	0	0.127	0.873	0	
0.206	1000	0	0.135	0.865	0	
0.2061	1000	0	0.134	0.866	0	
0.2062	1000	0	0.109	0.891	0	
0.2063	1000	0	0.11	0.89	0	
0.2064	1000	0	0.131	0.869	0	
0.2065	1000	0	0.12	0.88	0	
0.2066	1000	0	0.149	0.851	0	
0.2067	1000	0	0.115	0.885	0	
0.2068	1000	0	0.127	0.873	0	
0.2069	1000	0	0.116	0.884	0	
0.207	1000	0	0.11	0.89	0	
0.2071	1000	0	0.127	0.873	0	
0.2072	1000	0	0.123	0.877	0	
0.2073	1000	0	0.119	0.881	0	
0.2074	1000	0	0.126	0.874	0	
0.2075	1000	0	0.136	0.864	0	
0.2076	1000	0	0.126	0.874	0	
0.2077	1000	0	0.127	0.873	0	
0.2078	1000	0	0.124	0.876	0	
0.2079	1000	0	0.117	0.883	0	
0.208	1000	0	0.12	0.88	0	
0.2081	1000	0	0.127	0.873	0	
0.2082	1000	0	0.118	0.882	0	
0.2083	1000	0	0.124	0.876	0	
0.2084	1000	0	0.13	0.87	0	
0.2085	1000	0	0.135	0.865	0	
0.2086	1000	0	0.116	0.884	0	
0.2087	1000	0	0.118	0.882	0	
0.2088	1000	0	0.155	0.845	0	
0.2089	1000	0	0.126	0.874	0	
0.209	1000	0	0.138	0.862	0	
0.2091	1000	0	0.124	0.876	0	
0.2092	1000	0	0.115	0.885	0	
0.2093	1000	0	0.132	0.868	0	
0.2094	1000	0	0.161	0.839	0	
0.2095	1000	0	0.143	0.857	0	
0.2096	1000	0	0.13	0.87	0	
0.2097	1000	0	0.141	0.859	0	
0.2098	1000	0	0.135	0.865	0	
0.2099	1000	0	0.127	0.873	0	
0.21	1000	0	0.128	0.872	0	
0.2101	1000	0	0.147	0.853	0	
0.2102	1000	0	0.127	0.873	0	
0.2103	1000	0	0.11	0.89	0	
0.2104	1000	0	0.141	0.859	0	
0.2105	1000	0	0.116	0.884	0	
0.2106	1000	0	0.133	0.867	0	
0.2107	1000	0	0.134	0.866	0	
0.2108	1000	0	0.127	0.873	0	
0.2109	1000	0	0.127	0.873	0	
0.211	1000	0	0.127	0.873	0	
0.2111	1000	0	0.117	0.883	0	
0.2112	1000	0	0.143	0.857	0	
0.2113	1000	0	0.125	0.875	0	
0.2114	1000	0	0.121	0.879	0	
0.2115	1000	0	0.142	0.858	0	
0.2116	1000	0	0.136	0.864	0	
0.2117	1000	0	0.141	0.859	0	
0.2118	1000	0	0.142	0.858	0	
0.2119	1000	0	0.118	0.882	0	
0.212	1000	0	0.141	0.859	0	
0.2121	1000	0	0.12	0.88	0	
0.2122	1000	0	0.121	0.879	0	
0.2123	1000	0	0.122	0.878	0	
0.2124	1000	0	0.117	0.883	0	
0.2125	1000	0	0.129	0.871	0	
0.2126	1000	0	0.107	0.893	0	
0.2127	1000	0	0.127	0.873	0	
0.2128	1000	0	0.135	0.865	0	
0.2129	1000	0	0.131	0.869	0	
0.213	1000	0	0.128	0.872	0	
0.2131	1000	0	0.133	0.867	0	
0.2132	1000	0	0.127	0.873	0	
0.2133	1000	0	0.138	0.862	0	
0.2134	1000	0	0.121	0.879	0	
0.2135	1000	0	0.149	0.851	0	
0.2136	1000	0	0.142	0.858	0	
0.2137	1000	0	0.122	0.878	0	
0.2138	1000	0	0.138	0.862	0	
0.2139	1000	0	0.114	0.886	0	
0.214	1000	0	0.14	0.86	0	
0.2141	1000	0	0.125	0.875	0	
0.2142	1000	0	0.131	0.869	0	
0.2143	1000	0	0.13	0.87	0	
0.2144	1000	0	0.146	0.854	0	
0.2145	1000	0	0.121	0.879	0	
0.2146	1000	0	0.14	0.86	0	
0.2147	1000	0	0.143	0.857	0	
0.2148	1000	0	0.139	0.861	0	
0.2149	1000	0	0.126	0.874	0	
0.215	1000	0	0.144	0.856	0	
0.2151	1000	0	0.119	0.881	0	
0.2152	1000	0	0.134	0.866	0	
0.2153	1000	0	0.116	0.884	0	
0.2154	1000	0	0.122	0.878	0	
0.2155	1000	0	0.13	0.87	0	
0.2156	1000	0	0.123	0.877	0	
0.2157	1000	0	0.133	0.867	0	
0.2158	1000	0	0.123	0.877	0	
0.2159	1000	0	0.125	0.875	0	
0.216	1000	0	0.152	0.848	0	
0.2161	1000	0	0.149	0.851	0	
0.2162	1000	0	0.138	0.862	0	
0.2163	1000	0	0.145	0.855	0	
0.2164	1000	0	0.135	0.865	0	
0.2165	1000	0	0.141	0.859	0	
0.2166	1000	0	0.126	0.874	0	
0.2167	1000	0	0.117	0.883	0	
0.2168	1000	0	0.125	0.875	0	
0.2169	1000	0	0.1	0.9	0	
0.217	1000	0	0.113	0.887	0	
0.2171	1000	0	0.164	0.836	0	
0.2172	1000	0	0.125	0.875	0	
0.2173	1000	0	0.134	0.866	0	
0.2174	1000	0	0.131	0.869	0	
0.2175	1000	0	0.135	0.865	0	
0.2176	1000	0	0.137	0.863	0	
0.2177	1000	0	0.123	0.877	0	
0.2178	1000	0	0.134	0.866	0	
0.2179	1000	0	0.126	0.874	0	
0.218	1000	0	0.121	0.879	0	
0.2181	1000	0	0.113	0.887	0	
0.2182	1000	0	0.12	0.88	0	
0.2183	1000	0	0.151	0.849	0	
0.2184	1000	0	0.12	0.88	0	
0.2185	1000	0	0.134	0.866	0	
0.2186	1000	0	0.117	0.883	0	
0.2187	1000	0	0.133	0.867	0	
0.2188	1000	0	0.124	0.876	0	
0.2189	1000	0	0.113	0.887	0	
0.219	1000	0	0.13	0.87	0	
0.2191	1000	0	0.135	0.865	0	
0.2192	1000	0	0.132	0.868	0	
0.2193	1000	0	0.125	0.875	0	
0.2194	1000	0	0.124	0.876	0	
0.2195	1000	0	0.142	0.858	0	
0.2196	1000	0	0.129	0.871	0	
0.2197	1000	0	0.13	0.87	0	
0.2198	1000	0	0.124	0.876	0	
0.2199	1000	0	0.131	0.869	0	
0.22	1000	0	0.127	0.873	0	
0.2201	1000	0	0.108	0.892	0	
0.2202	1000	0	0.111	0.889	0	
0.2203	1000	0	0.125	0.875	0	
0.2204	1000	0	0.134	0.866	0	
0.2205	1000	0	0.137	0.863	0	
0.2206	1000	0	0.143	0.857	0	
0.2207	1000	0	0.138	0.862	0	
0.2208	1000	0	0.144	0.856	0	
0.2209	1000	0	0.155	0.845	0	
0.221	1000	0	0.127	0.873	0	
0.2211	1000	0	0.138	0.862	0	
0.2212	1000	0	0.141	0.859	0	
0.2213	1000	0	0.12	0.88	0	
0.2214	1000	0	0.125	0.875	0	
0.2215	1000	0	0.132	0.868	0	
0.2216	1000	0	0.134	0.866	0	
0.2217	1000	0	0.114	0.886	0	
0.2218	1000	0	0.11	0.89	0	
0.2219	1000	0	0.112	0.888	0	
0.222	1000	0	0.126	0.874	0	
0.2221	1000	0	0.135	0.865	0	
0.2222	1000	0	0.135	0.865	0	
0.2223	1000	0	0.116	0.884	0	
0.2224	1000	0	0.125	0.875	0	
0.2225	1000	0	0.13	0.87	0	
0.2226	1000	0	0.119	0.881	0	
0.2227	1000	0	0.138	0.862	0	
0.2228	1000	0	0.129	0.871	0	
0.2229	1000	0	0.142	0.858	0	
0.223	1000	0	0.135	0.865	0	
0.2231	1000	0	0.121	0.879	0	
0.2232	1000	0	0.127	0.873	0	
0.2233	1000	0	0.142	0.858	0	
0.2234	1000	0	0.127	0.873	0	
0.2235	1000	0	0.133	0.867	0	
0.2236	1000	0	0.147	0.853	0	
0.2237	1000	0	0.127	0.873	0	
0.2238	1000	0	0.149	0.851	0	
0.2239	1000	0	0.146	0.854	0	
0.224	1000	0	0.13	0.87	0	
0.2241	1000	0	0.138	0.862	0	
0.2242	1000	0	0.125	0.875	0	
0.2243	1000	0	0.136	0.864	0	
0.2244	1000	0	0.145	0.855	0	
0.2245	1000	0	0.135	0.865	0	
0.2246	1000	0	0.128	0.872	0	
0.2247	1000	0	0.153	0.847	0	
0.2248	1000	0	0.145	0.855	0	
0.2249	1000	0	0.121	0.879	0	
0.225	1000	0	0.116	0.884	0	
0.2251	1000	0	0.129	0.871	0	
0.2252	1000	0	0.145	0.855	0	
0.2253	1000	0	0.133	0.867	0	
0.2254	1000	0	0.142	0.858	0	
0.2255	1000	0	0.131	0.869	0	
0.2256	1000	0	0.142	0.858	0	
0.2257	1000	0	0.123	0.877	0	
0.2258	1000	0	0.127	0.873	0	
0.2259	1000	0	0.12	0.88	0	
0.226	1000	0	0.141	0.859	0	
0.2261	1000	0	0.142	0.858	0	
0.2262	1000	0	0.128	0.872	0	
0.2263	1000	0	0.155	0.845	0	
0.2264	1000	0	0.125	0.875	0	
0.2265	1000	0	0.112	0.888	0	
0.2266	1000	0	0.154	0.846	0	
0.2267	1000	0	0.131	0.869	0	
0.2268	1000	0	0.136	0.864	0	
0.2269	1000	0	0.128	0.872	0	
0.227	1000	0	0.136	0.864	0	
0.2271	1000	0	0.141	0.859	0	
0.2272	1000	0	0.127	0.873	0	
0.2273	1000	0	0.123	0.877	0	
0.2274	1000	0	0.122	0.878	0	
0.2275	1000	0	0.137	0.863	0	
0.2276	1000	0	0.122	0.878	0	
0.2277	1000	0	0.142	0.858	0	
0.2278	1000	0	0.137	0.863	0	
0.2279	1000	0	0.117	0.883	0	
0.228	1000	0	0.144	0.856	0	
0.2281	1000	0	0.124	0.876	0	
0.2282	1000	0	0.155	0.845	0	
0.2283	1000	0	0.142	0.858	0	
0.2284	1000	0	0.149	0.851	0	
0.2285	1000	0	0.132	0.868	0	
0.2286	1000	0	0.121	0.879	0	
0.2287	1000	0	0.142	0.858	0	
0.2288	1000	0	0.15	0.85	0	
0.2289	1000	0	0.129	0.871	0	
0.229	1000	0	0.142	0.858	0	
0.2291	1000	0	0.139	0.861	0	
0.2292	1000	0	0.128	0.872	0	
0.2293	1000	0	0.147	0.853	0	
0.2294	1000	0	0.115	0.885	0	
0.2295	1000	0	0.126	0.874	0	
0.2296	1000	0	0.127	0.873	0	
0.2297	1000	0	0.144	0.856	0	
0.2298	1000	0	0.127	0.873	0	
0.2299	1000	0	0.133	0.867	0	
0.23	1000	0	0.133	0.867	0	
0.2301	1000	0	0.135	0.865	0	
0.2302	1000	0	0.132	0.868	0	
0.2303	1000	0	0.12	0.88	0	
0.2304	1000	0	0.129	0.871	0	
0.2305	1000	0	0.132	0.868	0	
0.2306	1000	0	0.135	0.865	0	
0.2307	1000	0	0.133	0.867	0	
0.2308	1000	0	0.121	0.879	0	
0.2309	1000	0	0.148	0.852	0	
0.231	1000	0	0.135	0.865	0	
0.2311	1000	0	0.146	0.854	0	
0.2312	1000	0	0.142	0.858	0	
0.2313	1000	0	0.123	0.877	0	
0.2314	1000	0	0.132	0.868	0	
0.2315	1000	0	0.14	0.86	0	
0.2316	1000	0	0.141	0.859	0	
0.2317	1000	0	0.113	0.887	0	
0.2318	1000	0	0.155	0.845	0	
0.2319	1000	0	0.13	0.87	0	
0.232	1000	0	0.127	0.873	0	
0.2321	1000	0	0.128	0.872	0	
0.2322	1000	0	0.145	0.855	0	
0.2323	1000	0	0.121	0.879	0	
0.2324	1000	0	0.133	0.867	0	
0.2325	1000	0	0.145	0.855	0	
0.2326	1000	0	0.133	0.867	0	
0.2327	1000	0	0.153	0.847	0	
0.2328	1000	0	0.132	0.868	0	
0.2329	1000	0	0.142	0.858	0	
0.233	1000	0	0.145	0.855	0	
0.2331	1000	0	0.138	0.862	0	
0.2332	1000	0	0.143	0.857	0	
0.2333	1000	0	0.143	0.857	0	
0.2334	1000	0	0.129	0.871	0	
0.2335	1000	0	0.137	0.863	0	
0.2336	1000	0	0.13	0.87	0	
0.2337	1000	0	0.132	0.868	0	
0.2338	1000	0	0.153	0.847	0	
0.2339	1000	0	0.127	0.873	0	
0.234	1000	0	0.137	0.863	0	
0.2341	1000	0	0.128	0.872	0	
0.2342	1000	0	0.134	0.866	0	
0.2343	1000	0	0.146	0.854	0	
0.2344	1000	0	0.146	0.854	0	
0.2345	1000	0	0.148	0.852	0	
0.2346	1000	0	0.159	0.841	0	
0.2347	1000	0	0.113	0.887	0	
0.2348	1000	0	0.118	0.882	0	
0.2349	1000	0	0.131	0.869	0	
0.235	1000	0	0.139	0.861	0	
